PolymerEnvironmentID,PolymerID,Category,Agent,Conditions,Verdict,Finding,SourceID,Locator,Notes
PB00239,PET,oil-grease,Ford Motor Oil,"121 °C, 28 days",resistant,"95-99 % retention of tensile strength; Shell Motor Oil 121 °C, 14 days: 90-95 %; Synthetic Motor Oil 150 °C, 21 days: 70 %. Due to excessive degradation, we recommend that the maximum continuous exposure temperature of parts made from Rynite thermoplastic resins to oil be 121 °C.",R-DUPONT-RYNITE-MODULE-IV,p. 44 Table 4.5; p. 43 text,"Rynite 530 and 545 are 30 % and 45 % glass-reinforced PET; the table values are for those grades. Verdict reading of the retention figures (the guide gives no scale): ≥ 90 % = resistant, 60-89 % = limited, below = not-resistant."
PB00240,PET,hydrolysis,Hot water,Continuous exposure above 50 °C,not-resistant,"All thermoplastic polyester resins will hydrolyze in hot water. The hydrolysis results in polymer degradation and a decrease in the physical properties of the resin. The rate of hydrolysis depends on exposure conditions; primarily time, temperature and the composition of the specific polyester resin. We recommend that parts made from Rynite should not be used in an environment where there is continuous exposure to water at temperatures above 50 °C.",R-DUPONT-RYNITE-MODULE-IV,"p. 43, 4.4 Chemical Resistance",Not applicable
PB00241,PET,uv-outdoor,"Outdoor weathering (carbon arc X-W Weather-Ometer, Florida and Arizona exposure)",10 000 hours X-W Weather-Ometer,resistant,"Thermoplastic polyester resins rank high, among engineering polymers, for resistance to outdoor weathering... in general, Rynite exhibits good property retention. Overall performance is improved, especially impact strength, by the addition of carbon black (> 0,3 % by weight) to the resin. After 10 000 hours in the X-W Weather-Ometer Rynite 530 NC010 and Rynite 545 NC010 retain over 70 % of their initial tensile strength and 55 % of their original elongation properties.",R-DUPONT-RYNITE-MODULE-IV,"p. 38-39, 4.3 Weathering",Not applicable
PB00242,PP,acid,"Acids, bases, alcohols, detergents, lower ketones, aldehydes, water-soluble salts (class statement)",Not stated,resistant,"It is generally felt any exposure of polypropylene to environments containing strong oxidizing agents, halogenated and aromatic hydrocarbons and some ketones and ethers should be viewed with concern. Acids, bases, alcohols, detergents, lower ketones, aldehydes and water soluble salts are usually not regarded as antagonistic.",R-LYB-PP-CHEM,p. 1 Specific performance of polypropylene,Not applicable
PB00243,PP,acid,Sulfuric Acid (30%),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C (Sulfuric Acid 3 %: S S)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00244,PP,acid,Sulfuric Acid (Concentrated),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),not-resistant,"NR at 21 °C, NR at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00245,PP,acid,Hydrochloric Acid (Concentrated),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C (Hydrochloric Acid 10 %: S S)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00246,PP,acid,Nitric Acid (40%),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),not-resistant,"NR at 21 °C, NR at 49 °C (Nitric Acid 10 %: S S; Concentrated: NR NR)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited. Strong oxidizing agents should be viewed with concern (p. 1)."
PB00247,PP,alkali,Sodium Hydroxide Solution (60%),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C (10 % and 1 %: S S)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00248,PP,alkali,Ammonium Hydroxide (concentrated),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),limited,"S at 21 °C, NR at 49 °C (10 %: S S)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00249,PP,organic-solvent,Acetone,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00250,PP,organic-solvent,Ethyl Alcohol (95%),ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00251,PP,organic-solvent,Toluene,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),not-resistant,"NR at 21 °C, NR at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited. Halogenated and aromatic hydrocarbons should be viewed with concern (p. 1)."
PB00252,PP,organic-solvent,Benzene,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),limited,"S at 21 °C, NR at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00253,PP,oil-grease,"Mineral Oil, White",ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),not-resistant,"NR at 21 °C, NR at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00254,PP,oil-grease,Kerosene,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),limited,"S at 21 °C, NR at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00255,PP,oil-grease,Transformer Oil,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),limited,"S at 21 °C, M at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00256,PP,oil-grease,Olive Oil,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C (Cottonseed Oil: S S)",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00257,PP,water-solubility,Distilled Water,ASTM D-543-87 standard reagents; 70 °F (21 °C) and 120 °F (49 °C),resistant,"S at 21 °C, S at 49 °C",R-LYB-PP-CHEM,p. 2 Table 1,"Key: S = Satisfactory, M = Marginal, NR = Not Recommended. Where the 21 °C and 49 °C ratings differ the verdict here is limited."
PB00258,PE,acid,Sulfuric acid (0-50%),70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C",R-INEOS-HDPE-CHEM,p. 4 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00259,PE,acid,Sulfuric acid (96%),70 °F (21 °C) and 140 °F (60 °C),limited,"O at 21 °C, U at 60 °C (70 %: S O; 80 %: S U; fuming: U U)",R-INEOS-HDPE-CHEM,p. 4 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00260,PE,acid,Hydrochloric acid (35%),70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C (10 % and 30 %: S S)",R-INEOS-HDPE-CHEM,p. 3 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00261,PE,acid,Nitric acid (95-98%),70 °F (21 °C) and 140 °F (60 °C),not-resistant,"U at 21 °C, U at 60 °C (0-30 %: S S; 30-50 %: S O; 70 %: S O)",R-INEOS-HDPE-CHEM,p. 3 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00262,PE,alkali,Sodium hydroxide concentrated,70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C",R-INEOS-HDPE-CHEM,p. 4 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00263,PE,alkali,Caustic soda,70 °F (21 °C) and 140 °F (60 °C),limited,"S at 21 °C, O at 60 °C",R-INEOS-HDPE-CHEM,p. 2 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00264,PE,organic-solvent,Acetone,70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C",R-INEOS-HDPE-CHEM,p. 1 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00265,PE,organic-solvent,Ethyl alcohol (100%),70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C",R-INEOS-HDPE-CHEM,p. 2 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00266,PE,organic-solvent,Toluene,70 °F (21 °C) and 140 °F (60 °C),not-resistant,"U at 21 °C, U at 60 °C (Xylene: U U)",R-INEOS-HDPE-CHEM,p. 4 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00267,PE,organic-solvent,Benzene,70 °F (21 °C) and 140 °F (60 °C),limited,"O at 21 °C, U at 60 °C",R-INEOS-HDPE-CHEM,p. 1 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00268,PE,oil-grease,Mineral oils,70 °F (21 °C) and 140 °F (60 °C),limited,"S at 21 °C, U at 60 °C",R-INEOS-HDPE-CHEM,p. 3 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00269,PE,oil-grease,Gasoline,70 °F (21 °C) and 140 °F (60 °C),limited,"S at 21 °C, U at 60 °C",R-INEOS-HDPE-CHEM,p. 2 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00270,PE,oil-grease,Corn oil,70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C (Castor oil concentrated: S S)",R-INEOS-HDPE-CHEM,p. 2 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00271,PE,water-solubility,Seawater,70 °F (21 °C) and 140 °F (60 °C),resistant,"S at 21 °C, S at 60 °C",R-INEOS-HDPE-CHEM,p. 4 table,"Legend: S = Satisfactory, O = Some attack, U = Unsatisfactory. Where the 21 °C and 60 °C ratings differ the verdict here is limited. General chemical resistance only; permeation, ESCR and container design are not covered."
PB00272,PPS,acid,Acids (general statement),Not stated,resistant,"TORELINA offers excellent resistance to chemical substances such as acids, alkalis, and organic solvents. At 200 ℃ or below, it will not dissolve in any organic solvent... On the other hand, it is somewhat less resistant to acids and alkalis at high temperatures.",R-TORAY-TORELINA-CHEM,Section I.1 Chemical Resistance (General),Not applicable
PB00273,PPS,acid,"Concentrated hydrochloric acid, concentrated sulfuric acid, nitric acid, amines, halogenated hydrocarbons at high temperatures",Constant contact at high temperatures,not-resistant,"If, however, it is constantly in contact with concentrated hydrochloric acid, concentrated sulfuric acid, nitric acid, amines, or halogenated hydrocarbons at high temperatures, its properties will be adversely affected.",R-TORAY-TORELINA-CHEM,Section I.1 Chemical Resistance (General),Not applicable
PB00274,PPS,acid,10% sulfuric acid,"23 °C, 200 h",resistant,"Strength retention rate 101 % (30 % sulfuric acid, 100 °C, 200 h: 78 %)",R-TORAY-TORELINA-CHEM,"Table 8.1, Inorganic acid","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00275,PPS,acid,10% nitric acid,"23 °C, 720 h (high-filler PPS A310MX04)",limited,"Strength retention rate 82 %, change rate of weight -1.4 %. Section 2: if the PPS is immersed in dilute nitric acid... the strength of the PPS continues to be adversely affected over time. Therefore, it is assumed that a steady deterioration is in progress.",R-TORAY-TORELINA-CHEM,"Table 8.2, Inorganic acid; Section 2 Acid Resistance","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00276,PPS,alkali,10% NaOH,"23 °C, 200 h",resistant,"Strength retention rate 99 % (30 % NaOH, 100 °C, 200 h: 85 %)",R-TORAY-TORELINA-CHEM,"Table 8.1, Inorganic salts","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00277,PPS,organic-solvent,Organic solvents at or below 200 °C,At or below 200 °C,resistant,"At 200 ℃ or below, it will not dissolve in any organic solvent.",R-TORAY-TORELINA-CHEM,Section I.1 Chemical Resistance (General),Not applicable
PB00278,PPS,organic-solvent,Toluene,"100 °C, 200 h",resistant,"Strength retention rate 91 % (Ethane tetrachloride, 100 °C, 200 h: 89 %)",R-TORAY-TORELINA-CHEM,"Table 8.1, Hydrocarbons","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00279,PPS,oil-grease,Gasoline,"23 °C, 200 h",resistant,"Strength retention rate 100 %. TORELINA is excellent in terms of its chemical resistance, and it is particularly resistant to hydrocarbons such as gasoline and oil.",R-TORAY-TORELINA-CHEM,"Table 8.1, Hydrocarbons; Section I.1","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00280,PPS,oil-grease,Engine oil,"80 °C, 200 h",resistant,"Strength retention rate 103 % (Light oil, 80 °C, 200 h: 100 %; Brake fluid, 80 °C, 200 h: 102 %)",R-TORAY-TORELINA-CHEM,"Table 8.1, Hydrocarbons","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00281,PPS,oil-grease,Mineral oil (paraffin),"100 °C, 720 h",resistant,"Strength retention rate 101 % (Mineral oil (naphthene), 100 °C, 720 h: 89 %)",R-TORAY-TORELINA-CHEM,"Table 8.1, Hydrocarbons","The page gives no rating scale; verdict reading of the retention figures used here: ≥ 90 % = resistant, 75-89 % = limited. Values are for TORELINA compounds (glass-reinforced A504X90 unless stated), not neat resin."
PB00282,POM,acid,Weak acids and weak bases (pH 4-9),Not stated,resistant,"Delrin acetal resin has good resistance to many weak acids and weak bases. It is not suitable for service in strong acids, strong bases, or oxidizing agents. Thus, they are not recommended for uses outside of pH range 4–9.",R-DUPONT-DELRIN-MODULE-III,"p. 43 Acids, Bases, and Oxidizing Agents",Not applicable
PB00283,POM,acid,Strong acids and oxidizing agents,Not stated,not-resistant,"It is not suitable for service in strong acids, strong bases, or oxidizing agents. Thus, they are not recommended for uses outside of pH range 4–9.",R-DUPONT-DELRIN-MODULE-III,"p. 43 Acids, Bases, and Oxidizing Agents",Not applicable
PB00284,POM,acid,"Acetic Acid, 5 %","365 days, 23 °C",resistant,"Tensile modulus -12 %, tensile strength 0 %, length +0.2 %, weight +0.8 % (20 % and 80 % at 60 °C, 90 days: U)",R-DUPONT-DELRIN-MODULE-III,"p. 45 Table 11, Acetic Acid","Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00285,POM,acid,"Hydrochloric Acid, 10 %","90 days, 23 °C",not-resistant,"U (unsatisfactory); Sulfuric Acid 1 %, 316 days, 35 °C: U; Nitric Acid 10 %, 275 days, 24 °C: U",R-DUPONT-DELRIN-MODULE-III,p. 45-46 Table 11,"Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00286,POM,alkali,Strong bases,Not stated,not-resistant,"It is not suitable for service in strong acids, strong bases, or oxidizing agents. Thus, they are not recommended for uses outside of pH range 4–9.",R-DUPONT-DELRIN-MODULE-III,"p. 43 Acids, Bases, and Oxidizing Agents",Not applicable
PB00287,POM,alkali,"Sodium Hydroxide, 10 %","365 days, 23 °C",not-resistant,U (unsatisfactory),R-DUPONT-DELRIN-MODULE-III,"p. 46 Table 11, Sodium Hydroxide","Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00288,POM,organic-solvent,Solvents (general statement),Not stated,resistant,"Delrin acetal resin is exceptionally resistant to solvents, retaining over 90 % of its tensile stress after exposure to almost all solvents.",R-DUPONT-DELRIN-MODULE-III,p. 43 Solvents,Not applicable
PB00289,POM,organic-solvent,Acetone,"365 days, 23 °C",resistant,"Tensile modulus -32 %, tensile strength -5 %, length +0.9 %, weight +4.9 % (365 days at 50 °C: -40 / -7 / +1.1 / +2.6)",R-DUPONT-DELRIN-MODULE-III,"p. 45 Table 11, Acetone","Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight. The guide's own verdict for solvents is ""exceptionally resistant"" on tensile strength; the modulus loss is shown for the reader."
PB00290,POM,organic-solvent,Ethanol,"365 days, 23 °C",resistant,"Tensile modulus -33 %, tensile strength -5 %, length +0.8 %, weight +2.2 % (365 days at 50 °C: -32 / -5 / +1.0 / +1.9)",R-DUPONT-DELRIN-MODULE-III,"p. 45 Table 11, Ethanol","Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00291,POM,organic-solvent,Toluene,"365 days, 23 °C",resistant,"Tensile modulus -45 %, tensile strength -7 %, length +1.2 %, weight +2.6 % (365 days at 50 °C: -42 / -7 / +1.2 / +2.8)",R-DUPONT-DELRIN-MODULE-III,"p. 46 Table 11, Toluene","Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00292,POM,oil-grease,"Hydrocarbons (gasolines, lubricants, hydraulic fluids)",Not stated,resistant,"Delrin acetal resin exhibits good dimensional stability and superior chemical resistance to the following: alcohols, aldehydes, esters, ethers, hydrocarbons (gasolines, lubricants, hydraulic fluids), agricultural chemicals, many weak acids and weak bases, water.",R-DUPONT-DELRIN-MODULE-III,p. 43 Chemical Resistance,Not applicable
PB00293,POM,oil-grease,Gasolines (Exxon Regular),"820 days, 23 °C",resistant,"Tensile strength of Delrin acetal resin is essentially unaffected by exposure to gasolines. Stiffness can be reduced a moderate amount, depending upon the concentration of aromatic hydrocarbons in the fuel. Exxon Regular: tensile modulus -12 %, tensile strength -4 %, length +0.2 %, weight +0.7 %",R-DUPONT-DELRIN-MODULE-III,p. 43 Gasolines; p. 47 Table 11 Gasolines,"Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00294,POM,oil-grease,"Motor oil (Exxon ""Uniflo"" 10W30)","365 days, 70 °C",resistant,"Tensile modulus +2 %, tensile strength +3 %, length -0.3 %, weight -0.2 % (""Nujol"" mineral oil, 365 days, 23 °C: +10 / +1 / -0.1 / +0.3)",R-DUPONT-DELRIN-MODULE-III,p. 47 Table 11 Lubricants,"Delrin acetal homopolymer; Table 11 gives Conc. %, Duration (days), Temperature, then % change in tensile modulus / tensile strength / length / weight."
PB00295,POM,water-solubility,Water,Not stated,resistant,"Delrin acetal resin exhibits good dimensional stability and superior chemical resistance to the following: ... many weak acids and weak bases, water.",R-DUPONT-DELRIN-MODULE-III,p. 43 Chemical Resistance,Not applicable
PB00296,POM,hydrolysis,"Steam or hot water, repeated use",Not stated,not-resistant,"The main property limitations are repeated use in steam or hot water, and exposure to strong acids or bases outside the pH range of 4–9.",R-DUPONT-DELRIN-MODULE-III,p. 5 Properties and Characteristics,Not applicable
PB00297,POM,uv-outdoor,"Ultraviolet light / outdoor exposure, unstabilised",Outdoor service life of 1 to 2 years for standard colours,stabilised-required,"Over time, exposure to ultraviolet light adversely affects the tensile strength of plastics. Weather-resistant compositions of Delrin acetal resin have been developed to withstand such exposure. For outdoor applications involving either intermittent exposure or a service life of 1 to 2 years, colors of Delrin acetal resin are generally suitable based on property retention. For increased resistance to surface dulling and chalking and better tensile property retention, specially formulated colors containing a UV stabilizer provide significantly better performance... For applications that require outdoor exposure to direct sunlight and much more than 2 years of useful life, the carbon black-filled UV-resistant resin should be used.",R-DUPONT-DELRIN-MODULE-III,p. 43 Weathering,Not applicable
PB00298,POM,flammability,"UL 94 classification, all grades of Delrin",Not stated,not-resistant,All grades of Delrin are classed as horizontal burning by Underwriters Laboratories (UL 94).,R-DUPONT-DELRIN-MODULE-III,p. 5 Properties and Characteristics,"Verdict convention used in this table: burns / UL 94 HB = not-resistant, V-1 or V-2 = limited, V-0 = resistant."
PB00299,PVDF,acid,"Sulfuric Acid, up to 60% in water","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,120 °C / 120 °C / 110 °C,R-ARKEMA-KYNAR-CHEM,"p. 10 table, Sulfuric Acid","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00300,PVDF,acid,"Sulfuric Acid, 94-98% in water","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,"50 °C / 65 °C / 65 °C (Sulfuric Acid, fuming: NR / 40 °C / 60 °C)",R-ARKEMA-KYNAR-CHEM,"p. 10 table, Sulfuric Acid","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00301,PVDF,acid,"Hydrochloric Acid, up to ""concentrated""","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,140 °C / 135 °C / 110 °C,R-ARKEMA-KYNAR-CHEM,"p. 6 table, Hydrochloric Acid","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00302,PVDF,acid,"Nitric Acid, fuming","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",not-resistant,NR / NR / NR (Nitric Acid up to 10 % in water: 80 °C all; 11-70 % in water: 50 °C / 65 °C / 65 °C),R-ARKEMA-KYNAR-CHEM,"p. 8 table, Nitric Acid","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00303,PVDF,alkali,"Sodium Hydroxide, up to 10% in water","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",limited,NR / 25 °C / 50 °C,R-ARKEMA-KYNAR-CHEM,"p. 10 table, Sodium Hydroxide","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00304,PVDF,alkali,"Sodium Hydroxide, greater than 50% in water","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",not-resistant,NR / NR / 25 °C,R-ARKEMA-KYNAR-CHEM,"p. 10 table, Sodium Hydroxide","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00305,PVDF,alkali,"Ammonium Hydroxide, up to ""concentrated""","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,"105 °C / 95 °C / 95 °C (Ammonia, gas or liquid: NR)",R-ARKEMA-KYNAR-CHEM,"p. 2 table, Ammonium Hydroxide","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00306,PVDF,organic-solvent,"Acetone, 11-25 % in water","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",limited,25 °C / 25 °C / NR (Acetone 10 % in water: 50 °C / 40 °C / 40 °C),R-ARKEMA-KYNAR-CHEM,"p. 2 table, Acetone","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
