CoverageID,MaterialID,Domain,Status,Manufacturer count,Finding
C01025,M096,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01032,M097,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01033,M097,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01034,M097,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01035,M097,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01036,M097,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01042,M098,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01043,M098,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01044,M098,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01045,M098,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01046,M098,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01047,M098,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01054,M099,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01055,M099,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01056,M099,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01057,M099,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01058,M099,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01065,M100,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01066,M100,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01067,M100,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01068,M100,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01069,M100,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01075,M101,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01076,M101,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01077,M101,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01078,M101,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01079,M101,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01080,M101,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01087,M102,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01088,M102,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01089,M102,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01090,M102,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01091,M102,Mandatory review,Reviewed with limitations,Not applicable,"Reviewed for exclusion, processing boundary or support route. Unresolved conditions remain visible."
C01092,M019,Measurement parsing,Resolved,Not applicable,"V000375 resolved 2026-09-11: unit corrected MPa -> kJ/m2 (source typo in the annealed block of the Polymaker HT-PLA-GF TDS; as-printed rows for the same ISO 179 property are in kJ/m2). Value 4.92+/-0.5 kJ/m2, XY, annealed. Back in summaries."
C01093,M019,Measurement parsing,Resolved,Not applicable,"V000376 resolved 2026-09-11: unit corrected MPa -> kJ/m2, same source typo. Value 4.37+/-0.27 kJ/m2, Z, annealed. Back in summaries."
C01094,M020,Measurement parsing,Resolved,Not applicable,"V000419 resolved 2026-09-11: iSANMATE PETG_TDS.pdf (user-supplied copy, SHA256 confirmed identical to I-PETG-TDS) shows the row is ""Unnotched Izod Impact Strength, 23C/50% RH, ISO 180, No Break"" - the ""50"" previously captured was the RH test condition, not a value. Genuine qualitative result (specimen did not fracture); no numeric value applies or is missing."
C01095,M020,Measurement parsing,Partially resolved,Not applicable,"V000420 partially resolved 2026-09-11: same document confirms this is a Shore-family hardness per ASTM D2240 (rules out Rockwell), value 70. The source row itself does not state A or D scale, and Shore A 70 vs Shore D 70 are very different hardnesses for a rigid material like PETG - scale still requires manufacturer confirmation. This is now the only remaining hardness-scale ambiguity in the workbook."
C01096,M026,Measurement parsing,Resolved,Not applicable,"V000543 resolved 2026-09-11: hardness scale recovered - Rockwell R 108, ASTM D785. Back in summaries."
C01097,M029,Measurement parsing,Resolved,Not applicable,"V000595 resolved 2026-09-11: iSANMATE CF-ABS_TDS.pdf (user-supplied copy, SHA256 confirmed identical to I-CF-ABS-TDS) gives Tensile Elongation at Break = 3%, ISO 527. The ""527"" previously captured was the standard number. Back in summaries."
C01098,M037,Measurement parsing,Resolved,Not applicable,V000730 resolved 2026-09-11: Spectrum PC-CF flexural strength is 920 kg/cm2; converted at 0.0980665 -> 90.2 MPa. Back in summaries.
C01099,M037,Measurement parsing,Resolved,Not applicable,"V000731 resolved 2026-09-11: Spectrum PC-CF flexural modulus prints ""24.000 kg/cm2"" with a European decimal separator = 24 000 kg/cm2 -> 2.354 GPa. Back in summaries."
C01100,M039,Measurement parsing,Resolved,Not applicable,"V000765 resolved 2026-09-11: iSANMATE TPU_TDS.pdf (user-supplied copy, SHA256 confirmed identical to the source already cited as I-TPU-TDS) gives Heat Deflection at 0.455 MPa = 74 C, ASTM D648. Back in summaries."
C01101,M039,Measurement parsing,Resolved,Not applicable,"V000766 resolved 2026-09-11: same document. Heat Deflection at 1.82 MPa = 49 C, ASTM D648. Back in summaries."
C01102,M045,Measurement parsing,Resolved,Not applicable,"V000847 resolved 2026-09-11: hardness scale recovered from the TDS row label - Shore D 43, ISO 868. Back in summaries."
C01103,M045,Measurement parsing,Resolved,Not applicable,"V000848 resolved 2026-09-11: hardness scale recovered from the TDS row label - Shore A 92, ISO 868. Back in summaries."
C01104,M081,Measurement parsing,Resolved,Not applicable,"V001487 resolved 2026-09-11: hardness scale recovered - Rockwell R 55, ISO 2039-2. Back in summaries."
C01105,M088,Measurement parsing,Resolved,Not applicable,"V001529 resolved 2026-09-11: column-split error. TDS row reads ""ISO 180/A | kJ/M2 | 8""; the ""2"" of the unit had been captured as the value. Corrected to 8 kJ/m2. Back in summaries."
C01106,M088,Measurement parsing,Quarantined,Not applicable,"V001540 PCTG (Spectrum) notched Izod prints ""93 C KJ/m2"" - verified verbatim in the current TDS 2026-09-11, so this is a genuine defect in the source, not a transcription error. 93 kJ/m2 is not credible for a notched PCTG specimen (typical 5-10 kJ/m2). Action: manufacturer clarification required; do not infer a value."
C01107,M018,Measurement parsing,Resolved,Not applicable,V000342 corrected 2026-09-13: the Bambu PLA-CF TDS explicitly labels 7.6 ± 2.6 kJ/m² as notched; workbook had it as unnotched.
C01108,M018,Source ambiguity,Conflict,Not applicable,"V000343 remains direction XY exactly as printed, but the third impact row repeats the XY label and gives no notch state. Notch is now Not published; do not infer Z or notched."
C01109,M036,Measurement parsing,Resolved,Not applicable,V000717 locator corrected 2026-09-13: the Bambu PC FR TDS explicitly identifies 8.4 ± 1.3 kJ/m² as notched.
C01110,M027,Canadian price,Quarantined,Not applicable,CA0069 is a PLA Pure retailer listing incorrectly attached to ABS. Excluded from eligible and headline samples; regular CAD/kg removed pending exact-grade mapping.
C01111,M077,Grades,Resolved,Not applicable,Exact current Bambu Support for PLA (New Version) grade and TDS recorded as G077-01; original identity retained rather than substituting Support for PLA/PETG.
C01112,M077,Mechanical,Gap,Not applicable,The exact Bambu TDS publishes N/A for every mechanical row. Missing values are recorded as such and were not inferred.
C01113,M038,Grades,Superseded,Not applicable,"Superseded by C01241 (2026-09-19; was ""Gap""): 2 distinct manufacturers now documented against target 3 after adding BASF Forward AM Ultrafuse PC GF30. One more independent exact formulation remains desirable."
C01114,M045,Grades,Superseded,Not applicable,"Superseded by C01206 (2026-09-16; was ""Resolved""): 3 distinct manufacturers documented after adding Kimya PEBA-S; TDS content was indexed, while direct file download was blocked and is explicitly marked."
C01115,M073,H2C status,Reviewed with limitations,Not applicable,"Essentium PPS-CF added as independent evidence, not H2C approval. Its published 330-400 °C nozzle range exceeds the H2C 350 °C maximum."
C01116,M077,Canadian price,Gap,Not applicable,No grade-matched Canadian price was verified for Support for PLA (New Version) in this audit.
C01117,M002,Print setup,Resolved,Not applicable,"P0004 chamber temperature ""25 - 45 °C"" recovered 2026-09-13 from B-pla-basic-filament-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01118,M003,Print setup,Resolved,Not applicable,"P0005 chamber temperature ""25 - 45 °C"" recovered 2026-09-13 from B-pla-matte-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01119,M011,Print setup,Resolved,Not applicable,"P0011 chamber temperature ""25 - 45 °C"" recovered 2026-09-13 from B-pla-metal-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01120,M012,Print setup,Resolved,Not applicable,"P0012 chamber temperature ""25 - 45 °C"" recovered 2026-09-13 from B-pla-marble-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01121,M013,Print setup,Resolved,Not applicable,"P0013 chamber temperature ""25-45 °C"" recovered 2026-09-13 from B-pla-sparkle-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01122,M015,Print setup,Resolved,Not applicable,"P0015 chamber temperature ""25 - 45 °C"" recovered 2026-09-13 from B-pla-galaxy-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01123,M021,Print setup,Resolved,Not applicable,"P0024 chamber temperature ""35 - 50 °C"" recovered 2026-09-13 from B-petg-basic-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01124,M022,Print setup,Resolved,Not applicable,"P0025 chamber temperature ""35 - 50 °C"" recovered 2026-09-13 from B-petg-hf-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01125,M024,Print setup,Resolved,Not applicable,"P0027 chamber temperature ""35 - 50 °C"" recovered 2026-09-13 from B-petg-cf-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01126,M036,Print setup,Resolved,Not applicable,"P0044 chamber temperature ""45 - 60 °C"" recovered 2026-09-13 from B-pc-fr-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01127,M048,Print setup,Resolved,Not applicable,"P0063 chamber temperature ""45 - 60 °C"" recovered 2026-09-13 from B-paht-cf-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01128,M070,Print setup,Resolved,Not applicable,"P0089 chamber temperature ""50 - 80 °C"" recovered 2026-09-13 from B-ppa-cf-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01129,M073,Print setup,Resolved,Not applicable,"P0093 chamber temperature ""60 - 90 °C"" recovered 2026-09-13 from B-pps-cf-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01130,M080,Print setup,Resolved,Not applicable,"P0100 chamber temperature ""45-60 °C"" recovered 2026-09-13 from B-support-for-pa-pet-TDS. The re-fetched file matches the recorded SHA-256; the row follows a page break and was missed in transcription."
C01131,M001,Print setup,Resolved,Not applicable,"P0002 PolySonic PLA TDS states ""Closure Chamber: No needed""; recorded 2026-09-13 as not required."
C01132,M044,Print setup,Superseded,Not applicable,"Superseded by C00495 (2026-09-14; was ""Not applicable""): Family entry since 2026-09-13: no product of its own. TPE is a family entry for thermoplastic elastomers: TPU (all grades), PEBA, TPC / TPEE, OBC."
C01133,M046,Print setup,Reviewed with limitations,Not applicable,"BASF Ultrafuse TPC 45D lists build chamber temperature as ""-"". Recorded 2026-09-13 as no setpoint published: not zero and not ""not required""."
C01134,M072,Print setup,Resolved,Not applicable,"Spectrum PPS AM230 ""Closed chamber: active heated (60-80°C)"" was held only in the Enclosure column of P0092; recorded 2026-09-13 as the chamber window as well."
C01135,M090,Print setup,Evidence recorded,Not applicable,Fillamentum CPE CF112 Carbon printing guide recorded as P0166: heated chamber / enclosure not needed; wear-resistant nozzle necessary.
C01136,M068,Source conflict,Conflict,Not applicable,"The 2026-09-13 research cites the Fiberon PET-GF15 product page as recommending a chamber for dimensional stability. TDS V1.0 states room temperature, which is recorded. The product page returned HTTP 403 and was not verified."
C01137,M092,Identity,Conflict,Not applicable,The grade row names Eastman Amphora AM3300; colorFabb TDS v2.0 (2023-09-01) names Amphora HT3300. Not resolved 2026-09-13.
C01138,M070,Research conflict,Resolved,Not applicable,"The 2026-09-13 research report says the accessible Bambu PPA-CF TDS publishes no chamber range. The hash-matched TDS V1.0 states 50-80 °C, which is recorded. The reseller 100-120 °C figure is not used."
C01139,M055,Grades,Reviewed with limitations,Not applicable,2026-09-13 research found no defensible exact commercial grade. Stratasys PA6/66-GF30-FR and Fiberon PA612-CF15 are different formulations and were not substituted.
C01140,M056,Grades,Reviewed with limitations,Not applicable,2026-09-13 research found no defensible exact commercial grade. Stratasys PA6/66-GF30-FR and Fiberon PA612-CF15 are different formulations and were not substituted.
C01141,M058,Grades,Reviewed with limitations,Not applicable,2026-09-13 research found no defensible exact commercial grade. Stratasys PA6/66-GF30-FR and Fiberon PA612-CF15 are different formulations and were not substituted.
C01142,M060,Grades,Reviewed with limitations,Not applicable,2026-09-13 research found no defensible exact commercial grade. Stratasys PA6/66-GF30-FR and Fiberon PA612-CF15 are different formulations and were not substituted.
C01143,M087,Print setup,Reviewed with limitations,Not applicable,"purefil POM page re-read 2026-09-13: bed 120-150 °C, no chamber temperature and no mechanical or HDT values. A chamber temperature is not inferred from the bed temperature."
C01144,M069,Print setup,Reviewed with limitations,Not applicable,"The cited IPCON TDS was re-read 2026-09-13 (SHA-256 matches): nozzle and bed are published, the chamber temperature is not."
C01145,M071,Print setup,Reviewed with limitations,Not applicable,"The cited IPCON TDS was re-read 2026-09-13 (SHA-256 matches): nozzle and bed are published, the chamber temperature is not."
C01146,M096,Print setup,Reviewed with limitations,Not applicable,"3DXTECH FluorX PVDF recommends a heated chamber and publishes no temperature. The 2026-09-13 research assigns no estimate band, and none is used."
C01147,M001,Thermal,Resolved,Not applicable,"V000008: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01148,M020,Thermal,Resolved,Not applicable,"V000389: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01149,M026,Thermal,Resolved,Not applicable,"V000517: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01150,M029,Thermal,Resolved,Not applicable,"V000594: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01151,M030,Thermal,Resolved,Not applicable,"V000603: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01152,M037,Thermal,Resolved,Not applicable,"V000726: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01153,M047,Thermal,Superseded,Not applicable,"Superseded by C00527 (2026-09-14; was ""Not applicable""): Family entry since 2026-09-13: no product of its own. PA is a family entry for unfilled aliphatic polyamides: PA6, PA6/66, PA66, PA12, PA612."
C01154,M053,Thermal,Resolved,Not applicable,"V000971: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01155,M054,Thermal,Resolved,Not applicable,"V001014: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01156,M057,Thermal,Resolved,Not applicable,"V001051: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01157,M061,Thermal,Superseded,Not applicable,"Superseded by C00666 (2026-09-14; was ""Not applicable""): Family entry since 2026-09-13: no product of its own. CoPA is an alias of PA6/66: both products it held are nylon 6 and 6,6 copolymers."
C01158,M062,Thermal,Superseded,Not applicable,"Superseded by C00676 (2026-09-14; was ""Not applicable""): Family entry since 2026-09-13: no product of its own. PA-CF is a family entry for carbon-fibre polyamides: PA6-CF, PA66-CF, PA12-CF, PA612-CF, PAHT-CF."
C01159,M063,Thermal,Superseded,Not applicable,"Superseded by C00686 (2026-09-14; was ""Not applicable""): Family entry since 2026-09-13: no product of its own. PA-GF is a family entry for glass-fibre polyamides: PA6-GF, PA12-GF, PA612-GF."
C01160,M064,Thermal,Resolved,Not applicable,"V001207: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01161,M072,Thermal,Resolved,Not applicable,"V001346: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01162,M081,Thermal,Resolved,Not applicable,"V001477: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01163,M082,Thermal,Resolved,Not applicable,"V001496: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01164,M083,Thermal,Resolved,Not applicable,"V001508: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01165,M084,Thermal,Resolved,Not applicable,"V001515: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01166,M088,Thermal,Resolved,Not applicable,"V001531: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01167,M094,Thermal,Resolved,Not applicable,"V001554: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01168,M096,Thermal,Resolved,Not applicable,"V001610: the hash-matched 3DXTECH TDS prints ""Deflection Temperature at 0.45 MPa (66psi)""; the load had been lost at a line break and is recorded 2026-09-13."
C01169,M081,Thermal,Resolved,Not applicable,V001489: ISO 75-2 method B is the 0.45 MPa load; recorded 2026-09-13 as stated.
C01170,M030,Research conflict,Resolved,Not applicable,"V000605 corrected 2026-09-13: the iSANMATE ESD-ABS TDS prints ""ISO 11357 80°C"", read as 1135780 °C."
C01171,M001,Research conflict,Resolved,Not applicable,"V000039-V000041 are ASTM D882 thin-film values in the iSANMATE PLA TDS, not printed bars; V000039 corrected from 3 to 110.3 MPa (decimal comma) on 2026-09-13."
C01172,M025,Research conflict,Resolved,Not applicable,"V000507 corrected 2026-09-13: iSANMATE ""Vicat softening point A/120 ... 72"" is method A/120 at 72 °C, read as 120 °C."
C01173,M034,Comparability,Limited comparability,Not applicable,"Spectrum ASA-X GF10 mechanical, impact and HDT values are injection moulded (TDS footnote); IPCON and Flashforge values are printed. Flashforge labels its flexural rows the wrong way round; they are entered by value, with the swap noted (m16), and its X-Z results carry no direction."
C01174,M047,Identity,Resolved,Not applicable,G047-01 (Polymaker PolyMide CoPA) retired 2026-09-13: the same data sheet is G057-01 under M057. Its records were identical to those of G057-01.
C01175,M047,Identity,Resolved,Not applicable,G047-02 (3DXTECH AMIDEX PA6 Copolymer v1 0) retired 2026-09-13: the same data sheet is G057-02 under M057. Its records were identical to those of G057-02.
C01176,M047,Identity,Resolved,Not applicable,G047-03 (Spectrum pa6 neat bk) retired 2026-09-13: the same data sheet is G049-01 under M049. Its records were identical to those of G049-01.
C01177,M061,Identity,Resolved,Not applicable,G061-01 (Polymaker PolyMide CoPA) retired 2026-09-13: the same data sheet is G057-01 under M057. Its records were identical to those of G057-01.
C01178,M061,Identity,Resolved,Not applicable,G061-02 (3DXTECH AMIDEX PA6 Copolymer v1 0) retired 2026-09-13: the same data sheet is G057-02 under M057. Its records were identical to those of G057-02.
C01179,M062,Identity,Resolved,Not applicable,G062-01 (3DXTECH CarbonX CF PA12) retired 2026-09-13: the same data sheet is G053-01 under M053. Its records were identical to those of G053-01.
C01180,M062,Identity,Resolved,Not applicable,G062-02 (Polymaker Fiberon PA612-CF15) retired 2026-09-13: the same data sheet is G059-01 under M059. Its records were identical to those of G059-01.
C01181,M064,Identity,Resolved,Not applicable,G064-02 (Polymaker TDS FIBERON PA612 ESD V1 0 EN 1) retired 2026-09-13: the same data sheet is G065-01 under M065. Its records were identical to those of G065-01.
C01182,M044,Identity,Resolved,Not applicable,G044-01 (BASF Forward AM Ultrafuse TPC 45D) retired 2026-09-13: the same data sheet is G046-01 under M046. Its records were identical to those of G046-01.
C01183,M050,Grades,Evidence recorded,Not applicable,"G050-02 re-filed 2026-09-13 from G062-03 under M062: iSANMATE PA6 CF is a PA6-CF (TDS: ""PA6 CF""). Its measurements, profiles, prices and evidence moved with it."
C01184,M051,Grades,Evidence recorded,Not applicable,"G051-02 re-filed 2026-09-13 from G063-01 under M063: 3DXTECH AmideX PA6-GF30 is a PA6-GF (TDS title ""AmideX PA6-GF30 Glass Fiber Nylon""). Its measurements, profiles, prices and evidence moved with it."
C01185,M051,Grades,Evidence recorded,Not applicable,"G051-03 re-filed 2026-09-13 from G063-02 under M063: Polymaker PolyMide PA6-GF is a PA6-GF (TDS: ""a glass fiber reinforced PA6 (Nylon 6) filament""). Its measurements, profiles, prices and evidence moved with it."
C01186,M039,Grades,Evidence recorded,Not applicable,"G039-03 re-filed 2026-09-13 from G044-02 under M044: Polymaker PolyFlex TPU90 is a TPU. Its measurements, profiles, prices and evidence moved with it."
C01187,M064,Print setup,Evidence recorded,Not applicable,"3DXSTAT ESD PA12 TDS: extrusion 265-285 °C, bed 90-110 °C (P0082), recovered 2026-09-13 from the hash-matched data sheet. The earlier window came from the retired Fiberon PA612-ESD duplicate."
C01188,M008,Identity,Resolved,Not applicable,G008-01 and CoPE G091-02 are two columns of the Panchroma TDS V2.1 and shared one formulation key; separated 2026-09-13.
C01189,M103,Grades,Gap,1,1 distinct manufacturer documented (3DXTECH HyperLite PP) against target 3.
C01192,M103,Print setup,Evidence recorded,Not applicable,HyperLite PP specimens were printed at 235 °C nozzle and 60 °C bed (P0172). No recommended window or chamber temperature is published.
C01195,M103,Moisture / environmental,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01196,M103,Post-processing / application,Evidence recorded,Not applicable,Evidence-specific finishing and use notes. Missing individual methods are not inferred.
C01197,M103,Canadian price,Gap,Not applicable,Insufficient grade-specific evidence in sampled sources. Shared family notes may be available; no numerical substitution.
C01198,M103,Sparse properties,Gap,Not applicable,"Not published in sampled selected-grade evidence: Compression strength, Coefficient of thermal expansion, Thermal conductivity, Fracture toughness, Fatigue life, Creep compliance, Coefficient of friction"
C01199,M103,Comparability,Limited comparability,Not applicable,At least one observation lacks specimen or conditioning information; no family aggregation performed.
C01200,M046,Mechanical,Reviewed with limitations,Not applicable,"Shore hardness 45D recorded 2026-09-15 (m29, V002236) from the Ultrafuse TPC 45D data sheet's description; no tensile, flexural or impact value is published for the selected grade, and none is substituted."
C01201,M093,Grades,Superseded,Not applicable,"Superseded by C01229 (2026-09-19; was ""Gap""): 2 distinct manufacturer(s) documented against target 3. Polymaker PolySmooth (G093-02) added 2026-09-16 (m35) with printed X-Y and Z values."
C01202,M076,Grades,Gap,2,"2 distinct manufacturer(s) documented against target 3. Forward AM Ultrafuse BVOH (G076-02) added 2026-09-16 (m35) with printed XY, XZ and ZX values."
C01203,M085,Grades,Gap,2,2 distinct manufacturer(s) documented against target 3. Braskem FL300PE (G085-02) added 2026-09-16 (m35) with X-Y printed part properties.
C01204,M046,Grades,Superseded,Not applicable,"Superseded by C01238 (2026-09-19; was ""Resolved""): 3 distinct manufacturers documented after adding Kimya TPC-91A (G046-02) and DSM Arnitel ID 2045 (G046-03) on 2026-09-16 (m35); the selected BASF grade still publishes no mechanical value."
C01205,M087,Grades,Superseded,Not applicable,"Superseded by C01237 (2026-09-19; was ""Resolved""): 3 distinct manufacturers documented after adding Yousu POM (G087-03) on 2026-09-16 (m35); Grupa Azoty Tarfuse POM (G087-02) stays the representative grade."
C01206,M045,Grades,Superseded,Not applicable,"Superseded by C01245 (2026-09-19; was ""Resolved""): 4 distinct manufacturers documented after adding Fillamentum Flexfill PEBA 90A (G045-04) on 2026-09-16 (m35)."
C01207,M085,Thermal,Evidence recorded,Not applicable,"Braskem FL300PE (G085-02) printed part HDT 66 °C at 0.455 MPa (ASTM D648) and Vicat 125 °C (10 N) recorded 2026-09-16 (m35); the Spectrum grade publishes ""Heat resistance 110 °C"" without a method. HDT, Tg and Vicat are not continuous-service ratings."
C01208,M008,Thermal,Evidence recorded,Not applicable,"Panchroma Silk PLA (G008-01): Vicat 64.7 °C, HDT not published and not substituted. eSUN PLA-Silk (G008-02) HDT 50 °C at 0.45 MPa (GB/T 1634) recorded 2026-09-16 (m35)."
C01209,M087,Thermal,Evidence recorded,Not applicable,"Tarfuse POM (G087-02): melting point 165-170 °C, Tg -50 °C, no HDT published. Yousu POM (G087-03) HDT 96 °C at 1.8 MPa, unannealed, recorded 2026-09-16 (m35). Delrin 100P NC010 (G087-R1) stays a moulded resin reference, never a headline."
C01210,M049,Grades,Gap,2,"2 distinct manufacturer(s) documented against target 3. FormFutura STYX PA6 (G049-02) added 2026-09-16 (m37): unfilled, direction and specimen not stated; Spectrum PA6 Neat (G049-01) stays the representative grade."
C01211,M049,Thermal,Evidence recorded,Not applicable,"Spectrum PA6 Neat (G049-01) publishes HDT A (1.8 MPa) 90 °C and a continuous service temperature of 120 °C (20,000 h). FormFutura STYX PA6 (G049-02) HDT 60 °C with no load stated (ISO 75-1/-2) and melting temperature 185 °C (DSC) recorded 2026-09-16 (m37). No 0.45 MPa value. HDT, Tg and Vicat are not continuous-service ratings."
