ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0738,M020,G020-40,Manufacturer published guidance,± 235 - 255°C,range,235,255,required,± 80 - 90°C,range,80,90,required,Not published,unknown,Not applicable,Not applicable,unknown,Not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PET-TDS-Bulk-PETG,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0739,M037,G037-06,Manufacturer published guidance,[°C] 290 ± 10,range,280,300,required,[°C] 120 ± 10,range,110,130,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-Prusament-PC-Space-Grade-Black,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0740,M029,G029-05,Manufacturer published guidance,240 – 260 °C,range,240,260,required,100 – 110 °C,range,100,110,required,90 °C,range,90,90,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-ABS-CF,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0741,M067,G067-06,Manufacturer published guidance,) 250 – 270 °C,range,250,270,required,65 – 85 °C,range,65,85,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,to 65 °C in a hot air dryer or vacuum oven 4 to 16 hours.,stated,65,16,Not published,≥ 0.6 mm,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-BASF-ExtendedTDS-Ultrafuse-PET-CF15-V1-4,H2C-WIKI,p. 3: Recommended printing settings,Not applicable
P0742,M035,G035-19,Manufacturer published guidance,270 – 290 °C,range,270,290,required,100 – 140 °C,range,100,140,required,> 100 °C,range,100,100,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-PC,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0743,M112,G112-02,Manufacturer published guidance,270 – 290 °C,range,270,290,required,110 – 130 °C,range,110,130,required,> 90 °C,range,90,90,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-PC-PTFE,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0744,M006,G006-01,Manufacturer published guidance,220 - 250 °C,range,220,250,required,35 - 65 °C,range,35,65,required,25 – 45 °C,range,25,45,required,Not published,unknown,Type,before Printing,stated,Not published,Not published,Not published,0.2,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-PC-new-Bambu-PLA-Tough-Technical-Data-Sheet,H2C-WIKI,p. 1: Recommended printing settings: Nozzle Temperature,Not applicable
P0745,M083,G083-04,Manufacturer published guidance,235 – 255 °C,range,235,255,required,80 – 100 °C,range,80,100,required,20 °C,range,20,20,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-PP-CF,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0746,M023,G023-01,Manufacturer published guidance,230 - 270 °C,range,230,270,required,65 - 75 °C,range,65,75,required,35 - 50 °C,range,35,50,required,Not published,unknown,Type,before Printing,stated,Not published,Not published,Not published,0.2,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-PC-Bambu-PETG-Translucent-Technical-Data-Sheet,H2C-WIKI,p. 1: Recommended printing settings: Nozzle Temperature,Not applicable
P0747,M031,G031-23,Manufacturer published guidance,) 260 – 280°C,range,260,280,required,100 – 120°C,range,100,120,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,to,stated,Not published,Not published,Not published,≥ 0.4 mm,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-BASF-ExtendedTDS-Ultrafuse-ASA-V2-1,H2C-WIKI,p. 4: Recommended printing settings,Not applicable
P0748,M106,G106-03,Manufacturer published guidance,240 – 260 °C,range,240,260,required,100 – 110 °C,range,100,110,required,90 °C,range,90,90,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-ABS-AF,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0749,M027,G027-30,Manufacturer published guidance,240 – 260 °C,range,240,260,required,100 – 110 °C,range,100,110,required,90 °C,range,90,90,required,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-NANOVIA-ABS-EF,H2C-WIKI,p. 1: Recommended printing settings: Extrusion temperature,Not applicable
P0750,M020,G020-41,Manufacturer published guidance,± 195 - 225° C,range,195,225,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PET-tds-hdglass,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0751,M035,G035-01,Manufacturer published guidance,260 - 280 °C,range,260,280,required,90 - 110 °C,range,90,110,required,45 - 60 °C,range,45,60,required,Not published,unknown,Type,Not published,unknown,Not applicable,Not applicable,Not published,0.2,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,B-PC-Bambu-PC-Technical-Data-Sheet,H2C-WIKI,p. 1: Recommended printing settings: Nozzle Temperature,Not applicable
P0752,M039,G039-48,Manufacturer published guidance,210-250℃,range,210,250,required,45℃,range,45,45,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-eSUN-eFlex-Filament-TDS-V4-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0753,M029,G029-06,Manufacturer published guidance,275℃,range,275,275,required,90℃,range,90,90,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,s Drying Recommendations,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-ABS-CF-TDS-V1-2024-07-02,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0754,M001,G001-104,Manufacturer published guidance,190-230℃,range,190,230,required,45℃,range,45,45,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-eSUN-eMarble-Filament-TDS-V4-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0755,M024,G024-15,Manufacturer published guidance,255℃,range,255,255,required,70℃,range,70,70,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,s Drying Recommendations,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-PETG-CF-TDS-V1-2024-07-02,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0756,M001,G001-105,Manufacturer published guidance,190-230℃,range,190,230,required,45℃,range,45,45,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-eSUN-ePLA-ST-Filament-TDS-V4-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0757,M020,G020-32,Manufacturer published guidance,230-250℃,range,230,250,required,75℃,range,75,75,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PEBA-eSUN-PETG-Filament-TDS-V4-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0758,M024,G024-16,Manufacturer published guidance,240-270℃,range,240,270,required,70-80℃,range,70,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-QIDI-PETG-CF,H2C-WIKI,p. 5: Recommended printing settings,Not applicable
P0759,M025,G025-04,Manufacturer published guidance,250-275℃,range,250,275,required,60-80℃,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-QIDI-PETG-GF,H2C-WIKI,p. 5: Recommended printing settings,Not applicable
P0760,M033,G033-14,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-QIDI-ASA-CF20-CORE,H2C-WIKI,p. 4: Recommended printing settings,Not applicable
P0761,M020,G020-44,Manufacturer published guidance,235-275℃,range,235,275,required,60-80℃,range,60,80,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-QIDI-PETG-RAPIDO,H2C-WIKI,p. 5: Recommended printing settings,Not applicable
P0762,M045,G045-07,Manufacturer published guidance,230-260 °C,range,230,260,required,60-100 °C,range,60,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,0.4mm,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-QIDI-PEBA-95A,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0763,M057,G057-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80- 110℃,stated,110,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-TDS-EASY-PA,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0764,M001,G001-107,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Matte-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0765,M053,G053-05,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PA12-CF-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0766,M053,G053-04,Manufacturer published guidance,260-290 °C,range,260,290,required,110 °C,range,110,110,required,Not published,unknown,Not applicable,Not applicable,unknown,yes,recommended,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened Nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-durapro-pa12-cf-TDS-en-11cea4,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0767,M001,G001-37,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0768,M051,G051-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PA6-GF-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0769,M014,G014-10,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-WOOD,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0770,M001,G001-77,Manufacturer published guidance,[°C] 205 ± 10,range,195,215,required,[°C] 40–60,range,40,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-prusament-rpla-natural-pigments-technical-data-sheet,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0771,M001,G001-37,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-SUNLU-PLA-Vivid-Yellow,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0772,M131,G131-01,Manufacturer published guidance,265-295°C,range,265,295,required,110 °C,range,110,110,required,Not published,unknown,Not applicable,Not applicable,unknown,yes,recommended,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened Nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-durapro-pc-pbt-cf-TDS-en-3a6807,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0773,M015,G015-02,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50-60℃,stated,60,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Galaxy-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0774,M034,G034-05,Manufacturer published guidance,230-270°C,range,230,270,required,110°C,range,110,110,required,Not published,unknown,Not applicable,Not applicable,unknown,yes,recommended,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-durapro-asa-gf-TDS-en-458d69,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0775,M033,G033-05,Manufacturer published guidance,240-260°C,range,240,260,required,110°C,range,110,110,required,Not published,unknown,Not applicable,Not applicable,unknown,yes,recommended,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened Nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-durapro-asa-cf-TDS-en-533984,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0776,M001,G001-16,Manufacturer published guidance,185-230°C,range,185,230,required,0-45°C,range,0,45,required,Not published,unknown,Not applicable,Not applicable,unknown,not necessary,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,not necessary,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-SPECTRUM-EN-TDS-Spectrum-PLA-Pro-2,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0777,M031,G031-27,Manufacturer published guidance,Print Temp. 255-265℃,range,255,265,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-SUNLU-ASA-Purple,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0778,M093,G093-03,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PVB-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0779,M001,G001-108,Manufacturer published guidance,200 – 230 °C,range,200,230,required,50 – 60 °C,range,50,60,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-technisches-datenblatt,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0780,M129,G129-02,Manufacturer published guidance,230-260°C,range,230,260,required,50-90°C,range,50,90,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened Nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-flex-hard-cf-TDS-en-7bbe64,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0781,M094,G094-04,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,70-80℃,stated,80,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PC-ABS-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0782,M020,G020-46,Manufacturer published guidance,235 – 265 °C,range,235,265,required,< 85 °C,range,85,85,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-technisches-datenblatt-3,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0783,M020,G020-47,Manufacturer published guidance,[°C] 230 ± 10,range,220,240,required,[°C] 80 ± 10,range,70,90,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-prusament-petg-v0-technical-data-sheet,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0784,M020,G020-19,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PETG,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0785,M001,G001-35,Manufacturer published guidance,up to 250°C,range,Not published,250,required,20-60°C,range,20,60,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-pla-hs-TDS-en-8f08c1,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0786,M020,G020-20,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-High-Speed-Matte-PETG-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0787,M030,G030-07,Manufacturer published guidance,250°C - 265°C,range,250,265,required,90°C - 110°C,range,90,110,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-FIBERLOGY-FIBERLOGY-ABS-ESD-TDS,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0788,M027,G027-13,Manufacturer published guidance,Print Temp. 250-260℃,range,250,260,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-SUNLU-ABS-Blue,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0789,M030,G030-08,Manufacturer published guidance,240 – 265 °C,range,240,265,required,90 – 105 °C,range,90,105,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-technisches-datenblatt-1,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
