Batch,MeasurementID,SourceID,Property,Verdict,Note,By,Resolution
b24,V009356,R-QIDI-PA12-CF,Flexural strength,disagrees: standard,"Value 124.07 ± 2.36 MPa and Direction X-Y are right and the annealed column was taken correctly, but two things the sheet prints are missing. (1) Standards reads ""Not published""; QIDI prints the Test Method column as one merged cell over a block of rows and this sheet names ISO 178 for it: ""弯曲强度（X-Y）114.12±1.93 MPa 124.07±2.36 MPa / ISO 178 / 弯曲模量（X-Y）3915.93±195.30 MPa 4305.11±129.44 MPa"". (2) The sheet states the schedule - ""后处理条件：100℃退火 8 小时 / Post-processing : 100℃ Annealing 8hours"" - and Anneal °C and Anneal h both read ""Not published"". Standard / load holds only the word ""annealed"".",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b24,V009358,R-QIDI-PA12-CF,Tensile strength (endpoint unspecified),disagrees: standard,"Value 38.61 ± 2.19 MPa and Direction Z are right, but Standards and Standard / load read ""Not published"". QIDI prints the Test Method column as one merged cell over the Z tensile block and this sheet names ISO 527 for it: ""拉伸强度 (Z) 38.61±2.19 MPa / 拉伸模量（Z）ISO 527 2892.15±46.60 MPa / 断裂伸长率（Z）1.63±0.10 %"". Extraction put the designation on the one line whose position it matched.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b24,V009342,R-STRATASYS-mds-fdm-pc-abs-0823a,HDT,disagrees: standard,"Value 117.9 °C and the 66 psi / 0.45 MPa load are right, but Standards reads ""Not published"" and the sheet names the method in its Test Method column on that row: ""HDT @ 66 psi ASTM D648 Method B 117.9 °C (XY) 126.1 °C (XZ/ZX)"". ASTM D648 is in the repo vocabulary and many HDT rows carry it; Standard / load holds only ""66 psi"".",claude-second-read,corrected: the row now records ASTM D648
b24,V009357,R-QIDI-PA12-CF,Flexural modulus,disagrees: standard,"Value 4305.11 ± 129.44 MPa and Direction X-Y are right and the annealed column was taken correctly, but two things the sheet prints are missing. (1) Standards reads ""Not published""; QIDI prints the Test Method column as one merged cell over a block of rows and this sheet names ISO 178 for it: ""弯曲强度（X-Y）114.12±1.93 MPa 124.07±2.36 MPa / ISO 178 / 弯曲模量（X-Y）3915.93±195.30 MPa 4305.11±129.44 MPa"". (2) The sheet states the schedule - ""后处理条件：100℃退火 8 小时 / Post-processing : 100℃ Annealing 8hours"" - and Anneal °C and Anneal h both read ""Not published"". Standard / load holds only the word ""annealed"".",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009456,R-COLORFABB-TDS-PLA-PHA,Tensile modulus,disagrees: condition,"Value 3290 MPa and ISO 527-1A are right, but Direction is ""Unstated"". The sheet states the direction for this table: p. 2 Notes, ""The reported properties are an average of a batch of 3D specimens. The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature."" The row is from the ""Mechanical Properties - 3D Printed"" table, so that note is its condition; Specimen / print parameters is also ""Not published"".",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009465,R-COLORFABB-TDS-PLA-PHA,HDT,disagrees: condition,"Value 51 C is printed, but the load is lost. The sheet prints ""Heat Deflection Temp. HDT-B, ISO 75 51 C""; Standard / load holds only ""ISO 75"" and Test load MPa is ""Not published"". HDT-B under ISO 75 is the 0.45 MPa load, and the repo records exactly that elsewhere (V002535 ""Method B"" -> 0.45, V001489 ""ISO 75-2 method B (0.45 MPa)"" -> 0.45). An HDT with no load is not the value the sheet published.",claude-second-read,corrected by m111
b25,V009457,R-COLORFABB-TDS-PLA-PHA,Tensile strength (endpoint unspecified),disagrees: condition,"Value 57.7 MPa and ISO 527-1A are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009466,R-COLORFABB-TDS-PLA-PHA,Melt mass-flow rate,disagrees: standard,"Value 3.0-5.0 g/10 min and 190 C are right, but Standards is ""Not published"". The sheet names a standard: ""Melt Flow Index MFI, (190C/1,16 kg), ISO 1133-A 3.0-5.0 g/10 min"" (the ""ISO 1133-A"" sits on the continuation line under the condition). Also Standard / load reads ""190C/1 16 kg"", losing the decimal comma of the 1,16 kg load.",claude-second-read,corrected: the row now records ISO 1133
b25,V009458,R-COLORFABB-TDS-PLA-PHA,Elongation at break,disagrees: condition,"Value 6.1 % and ISO 527-1A are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009454,R-COLORFABB-colorFabb-PLA-PHA-Printing-Filament-TDS,Charpy strength,disagrees: condition,"Value 30,8 kJ/m2 is printed, but the row records Notch ""Not published"". The sheet prints ""Impact strength (Charpy), RT kJ/m2 30,8 ISO 179-1/1 eU"" - the eU suffix is unnotched, and the row above it, ""Notched impact strength (Charpy), RT kJ/m2 2,8 ISO 179-1/1 eA"", is the notched twin (recorded as Notched in V009453). The sheet publishes the notch; the row says it does not.",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009460,R-COLORFABB-TDS-PLA-PHA,Flexural strength,disagrees: condition,"Value 90.4 MPa and ISO 178 are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009459,R-COLORFABB-TDS-PLA-PHA,Flexural modulus,disagrees: condition,"Value 2870 MPa and ISO 178 are right, but Direction is ""Unstated"". p. 2 Notes prints the direction for the 3D-printed table: ""The specimens have been printed in XY plane, using 0.15 mm layer height, 100% infill, 0,4 mm nozzle, 210 C nozzle temperature and 55C bed temperature.""",claude-second-read,"deferred to V2.1: conditions and standards the sheet states that the reader could not pair (QIDI's bilingual columns, per-line notches and loads); the classes the sweep reached are fixed table-wide by m128-m132, the rest are read per document in V2.1 (claude, 2026-09-22)"
b25,V009461,R-COLORFABB-TDS-PLA-PHA,Charpy strength,disagrees: condition,"Two conditions. The sheet prints ""Impact Strength Charpy Notch, ISO 179 2.6 kJ/m2"" - the method is Charpy Notch, i.e. notched - but Notch is ""Not published"". And Direction is ""Unstated"" although p. 2 Notes prints ""The specimens have been printed in XY plane"" for this 3D-printed table.",claude-second-read,corrected by m119-a-notch-is-what-the-row-says
b25,V009462,R-COLORFABB-TDS-PLA-PHA,Charpy strength,disagrees: condition,"The row records Notch ""Unnotched"". The sheet prints ""Charpy Impact Charpy Notch, ISO 179 2.8 kJ/m2"" in the Injection Molded table - Charpy Notch is notched, not unnotched. The v1.0 sheet of the same product prints the same 2,8 kJ/m2 as ""Notched impact strength (Charpy), RT ... ISO 179-1/1 eA"". The recorded notch state contradicts the document.",claude-second-read,corrected by m119-a-notch-is-what-the-row-says
